,Brd4_n_foci,Brd4_density_per_um3,Brd4_foci_vol_mean_um3,Brd4_foci_vol_median_um3,Brd4_foci_vol_cv,Brd4_condensed_fraction,Brd4_partition_coefficient,Brd4_mean_foci_intensity,Brd4_foci_local_dapi,Sc35_n_foci,Sc35_density_per_um3,Sc35_foci_vol_mean_um3,Sc35_foci_vol_median_um3,Sc35_foci_vol_cv,Sc35_condensed_fraction,Sc35_partition_coefficient,Sc35_mean_foci_intensity,Sc35_foci_local_dapi,DAPI_n_foci,DAPI_density_per_um3,DAPI_foci_vol_mean_um3,DAPI_foci_vol_median_um3,DAPI_foci_vol_cv,DAPI_condensed_fraction,DAPI_partition_coefficient,DAPI_mean_foci_intensity,DAPI_foci_local_dapi,Pol2_n_foci,Pol2_density_per_um3,Pol2_foci_vol_mean_um3,Pol2_foci_vol_median_um3,Pol2_foci_vol_cv,Pol2_condensed_fraction,Pol2_partition_coefficient,Pol2_mean_foci_intensity,Pol2_foci_local_dapi,coloc_Brd4_Pol2_frac,coloc_Brd4_Pol2_nn_um,coloc_Brd4_Pol2_enrich,coloc_Pol2_Sc35_frac,coloc_Pol2_Sc35_nn_um,coloc_Pol2_Sc35_enrich,coloc_Brd4_Sc35_frac,coloc_Brd4_Sc35_nn_um,coloc_Brd4_Sc35_enrich
Brd4_n_foci,1.0,-0.08903631692691533,-0.023419138587836147,0.05336044200143379,-0.20649253996152483,-0.03614608275818022,0.1150539300334858,0.0808938045438477,0.1270713776756267,0.43987143604722295,-0.28029967413596735,0.13359005555764197,0.038851369281491424,-0.010892317662463286,-0.06369146353433958,0.1528319839183141,0.1406665072588681,0.13552564533686468,0.4881342178853344,-0.302993808126433,0.2241388431132131,0.13449768581936664,0.164973680015935,0.27976444235768005,0.33392022308466185,0.2733541730367656,0.332450403032065,0.3207256576667464,-0.004748627459205559,-0.006339088216491155,-0.04063956075296595,0.10294428459100817,0.024111416658840916,0.08145766812699116,0.07981029408233313,0.06377931176604323,0.00022531088365002636,0.05603866211894987,0.0017256834778466988,-0.019359021833781805,-0.0445194882772725,-0.012157555083867363,-0.18261623418023054,0.016051763227355517,0.05533314422672819
Brd4_density_per_um3,-0.08903631692691533,1.0,-0.7809335540142122,-0.8069758863514854,0.6177007992240382,0.15252377928149072,-0.43771730198537845,0.18403176279374145,0.040835786628205605,-0.282743784432405,0.07327627196787362,0.009819505390955784,0.09234774525248164,-0.13275909148557488,-0.1480685547698369,-0.31165461031298236,-0.2648888763351109,-0.022110044005246087,-0.2977279425393475,0.019803411290400447,-0.02716022213111135,0.001154446221456271,-0.05172986838791894,-0.06440039246968644,-0.03932099737058306,0.01778085091969558,-0.028647974054096987,-0.2592810642359905,-0.10261689789683741,0.013739710486078199,0.05859017031455674,-0.1376680141219033,-0.06778495692405612,-0.09143559246322881,-0.006802234972268742,-0.03334908498738757,-0.19233521169455836,0.19794610068542406,-0.18132129906713892,0.01273986457503681,0.12186892791381058,0.0016605690696233405,-0.11630115915792626,0.18929184189284676,-0.28223612095476863
Brd4_foci_vol_mean_um3,-0.023419138587836147,-0.7809335540142122,1.0,0.9299804084955614,-0.49089146166464687,0.4096454657336008,0.6417404467970493,0.27472004662225374,0.11541811560769268,0.1781808166430856,-0.041233922546362455,0.02626663058310461,-0.0666987704379385,0.15068131602384188,0.3409012384264398,0.49080258769608487,0.464917089830255,0.15762378501743432,0.22482730943409088,0.059208642171408345,-0.010858714734372249,-0.013612756898017556,0.005262989905195395,0.0835238620900092,0.13440428729428436,0.0966722635879926,0.12077892840287019,0.19525363728227754,0.10957195958264265,-0.006226647277374595,-0.041670476900447125,0.1409350288925276,0.07522209061627803,0.2279833906551925,0.2292658027468419,0.13170375402715953,0.1516451462793699,-0.1829094445652668,0.11001751832739048,-0.005589498955772707,-0.08400546918885997,0.005223834923389966,0.091596864506058,-0.17801643433894354,0.20318420920318453
Brd4_foci_vol_median_um3,0.05336044200143379,-0.8069758863514854,0.9299804084955614,1.0,-0.7174265230955748,0.289194492350047,0.5918817450342011,0.18511808208391292,0.07187067548616442,0.2659252003331317,-0.009723100893393528,0.012019144747250004,-0.07234232370115555,0.12843719148136046,0.3629562131134374,0.4801546773027823,0.4617847174679562,0.12277631570149637,0.27358555889097813,0.04536106244621616,-0.01580922666006085,-0.023474213409917382,0.008640289124134047,0.09623176220615173,0.13789865522966957,0.08675242930852267,0.1297487203084565,0.21724932752722592,0.09585926917861888,0.014279595827611041,-0.025764577694311907,0.15092428612037678,0.07303783313922815,0.2198494511216547,0.19173526935768007,0.11076421424588728,0.1532842340500368,-0.1836629310918424,0.13893304337351206,-0.000564844654488121,-0.13837808169786778,0.006842767084695472,0.14110799957699052,-0.24222689660542748,0.2527663099521384
Brd4_foci_vol_cv,-0.20649253996152483,0.6177007992240382,-0.49089146166464687,-0.7174265230955748,1.0,0.030833874634368343,-0.33422622903650956,0.0228164795170061,0.02629794350792121,-0.3736837157715487,-0.05708068826246391,0.033253161202084394,0.06835411328149694,-0.04395717635788891,-0.27280200836351765,-0.30841915534929376,-0.30959924566724084,-0.02230012230290178,-0.3033444224187416,-0.015150058753773926,0.017498528840969186,0.028925460527331075,-0.006942532816994332,-0.09884049461371355,-0.11223105088137962,-0.048690112037450384,-0.11747850015941752,-0.1994922678221902,-0.029341936437833387,-0.04562286655685482,0.0011300346252964082,-0.13712796660332402,-0.032817294070180525,-0.14669649147582478,-0.07150479771699592,-0.038685941563300484,-0.11360854957804464,0.1526041656697477,-0.17300899125188154,-0.009083128539221892,0.20943795764157094,-0.010107537696258941,-0.21321098010938389,0.31310918142098665,-0.3015045839217058
Brd4_condensed_fraction,-0.03614608275818022,0.15252377928149072,0.4096454657336008,0.289194492350047,0.030833874634368343,1.0,0.7037213721227648,0.8986414275375638,0.45172383221108237,-0.05905155416716308,0.0076180521457910695,0.040226604882071366,0.013005338193395924,0.08563977785785315,0.27931623346701734,0.34756379603206616,0.33951503230867686,0.3715932863530041,0.09706784587171217,0.21180376977525686,-0.07567826496529698,-0.05906241791494724,-0.046391892564414575,0.21022303364834125,0.4085597826233564,0.4166624906227959,0.38154650081439245,0.06936100003487584,0.1249783683857671,0.016203390718285023,0.004777735403842362,0.07864879502354044,0.14316017234260708,0.38047640156937373,0.5163513056012892,0.3017863556744272,0.0755493575237684,-0.06768300225043997,-0.029944668744493447,0.013164579441419863,0.008676483553867072,0.012198272151583929,-0.009161991922722932,-0.07332544407692437,-0.03227664518248139
Brd4_partition_coefficient,0.1150539300334858,-0.43771730198537845,0.6417404467970493,0.5918817450342011,-0.33422622903650956,0.7037213721227648,1.0,0.6973920608959883,0.5035245661497305,0.15207945318978863,-0.0626989182391741,-0.0001795833005571328,-0.06276498928796015,0.16355763861063977,0.24181805495029868,0.44508005297352465,0.39413058761954084,0.41374851628081355,0.3680771391956264,0.2187543561549374,-0.040528123717433334,-0.0582780122184118,0.012245638339820621,0.3618826740668949,0.5459194279400092,0.5119477061863833,0.5029964015107148,0.315329827087613,0.24605977510625093,0.01782510719140129,-0.029740389770637126,0.1587386926597814,0.2667588424004574,0.43475009261499487,0.5012884393013826,0.33753916243453297,0.26498221280966194,-0.20549756492190874,0.10666693280051567,0.004512121751407792,-0.06457397285192353,0.008493233610777664,0.061276656422838506,-0.15153530359752773,0.16121524860947767
Brd4_mean_foci_intensity,0.0808938045438477,0.18403176279374145,0.27472004662225374,0.18511808208391292,0.0228164795170061,0.8986414275375638,0.6973920608959883,1.0,0.5028642803828379,-0.03514584849091399,-0.03766437474712345,0.06381308075079095,0.03521604263287346,0.06556743700768668,0.18495189127126363,0.23100926417969067,0.21184060899622215,0.4675556856516786,0.12023244745686948,0.1475647984024204,-0.08772385882488051,-0.07379540765108891,-0.0403315441021756,0.2204424149822572,0.47663528721576054,0.48422301799218337,0.4547481998281638,0.059956516471047376,0.07266602306044825,0.017108333257987652,0.008325996901078036,0.05627444495570637,0.12997201922831186,0.4196118444800297,0.5704921850342334,0.30108805745431094,0.030635644821924497,-0.031064507804958143,-0.03770127222606697,0.027485450731283254,-0.024958801719114056,0.02637878360521941,-0.034865247167130194,-0.07133586166604623,-0.007132745019682654
Brd4_foci_local_dapi,0.1270713776756267,0.040835786628205605,0.11541811560769268,0.07187067548616442,0.02629794350792121,0.45172383221108237,0.5035245661497305,0.5028642803828379,1.0,-0.002852933024337947,-0.11581254012126295,-0.07039572824980396,-0.00831148557807323,-0.02586554725513686,-0.07784421752294463,0.1986435967042581,0.16019978463496712,0.7534916959820462,0.20396288668026702,0.16180279650695595,0.14934497174352698,0.11172408378282231,0.07871847296496898,0.6988706756409129,0.9147317741690848,0.9526877240599714,0.9031593855500716,0.2328913455702455,0.21506768978508808,0.023191416465815733,-0.00036043166367863026,0.0826220430601783,0.2124525224154436,0.2742560636001416,0.371617743665443,0.5019906775627714,0.19650347079314098,-0.13259948211638384,0.021101088618520794,-0.0020671600738018914,0.07193550605276938,-0.00021920751148247553,-0.08741965123302747,0.12252359930468015,-0.039328930589422245
Sc35_n_foci,0.43987143604722295,-0.282743784432405,0.1781808166430856,0.2659252003331317,-0.3736837157715487,-0.05905155416716308,0.15207945318978863,-0.03514584849091399,-0.002852933024337947,1.0,0.6499272081344597,-0.47895706605622024,-0.3074329689506811,0.027973316369877623,0.16447928331109413,-0.08964737127200245,0.02727657922061363,0.15636665533170427,0.2718882774955921,-0.1301814231360051,0.11782164141938534,0.07112201785852351,0.07578538893346251,0.1796565915846343,0.12077969083402738,0.066694251250011,0.1444658030654241,0.327876095163789,0.13546157747299065,0.09197252395650554,0.01652919615907105,0.20276250661788678,0.14598969763110908,0.11404308452949465,0.06160293947451198,0.0776943488111861,0.15358116062970467,-0.11785610770289427,0.07092669194805826,0.06781183810155755,-0.34640710573769373,0.038201199351232264,0.5834722745410057,-0.5631713973845514,0.22604231230640892
